transaction_id,account_id,date,amount,merchant,country,transaction_type
TXN000036,ACC100027,2026-06-22 20:36:00,38162.94,Flipkart,India,Credit Card
TXN000037,ACC100027,2026-06-20 14:39:00,93458.23,Croma,India,IMPS
TXN000038,ACC100026,2026-06-04 02:12:00,145669.9,Tata CliQ,India,RTGS
TXN000039,ACC100013,2026-06-10 01:16:00,107303.52,Swiggy,India,NEFT
TXN000040,ACC100030,2026-06-14 00:14:00,50036.31,Flipkart,India,Net Banking
TXN000041,ACC100004,2026-06-05 18:56:00,130463.76,IRCTC,India,IMPS
TXN000042,ACC100011,2026-06-12 02:11:00,81342.17,Apollo Pharmacy,India,ATM Withdrawal
TXN000043,ACC100011,2026-06-04 00:02:00,75856.73,Big Bazaar,India,POS
TXN000044,ACC100028,2026-06-14 07:34:00,139348.64,Croma,USA,NEFT
TXN000045,ACC100019,2026-06-09 23:25:00,43618.41,Amazon India,India,Credit Card
TXN000046,ACC100004,2026-06-03 22:26:00,116877.1,IRCTC,UAE,NEFT
TXN000047,ACC100033,2026-06-03 22:07:00,16114.28,Swiggy,India,IMPS
TXN000048,ACC100026,2026-06-12 00:54:00,24065.33,Airtel,India,UPI
TXN000049,ACC100027,2026-06-05 01:32:00,131508.9,Airtel,USA,Credit Card
TXN000050,ACC100014,2026-06-13 04:49:00,133978.22,DMart,India,Debit Card
TXN000051,ACC100009,2026-06-19 08:18:00,134370.88,Reliance Fresh,India,Credit Card
TXN000052,ACC100001,2026-06-04 15:14:00,91711.28,Airtel,India,IMPS
TXN000053,ACC100014,2026-06-25 19:14:00,101226.35,Swiggy,India,IMPS
TXN000054,ACC100024,2026-06-12 10:49:00,57068.98,Apollo Pharmacy,India,Net Banking
TXN000055,ACC100043,2026-06-01 16:32:00,163439.12,Reliance Fresh,India,NEFT
TXN000056,ACC100008,2026-06-13 08:52:00,177953.57,Croma,India,Debit Card
TXN000057,ACC100039,2026-06-14 03:45:00,42204.87,DMart,India,Debit Card
TXN000058,ACC100032,2026-06-24 08:02:00,50299.14,Amazon India,India,ATM Withdrawal
TXN000059,ACC100003,2026-06-13 22:12:00,808.78,Tata CliQ,India,Debit Card
TXN000060,ACC100048,2026-06-08 16:29:00,88422.92,Croma,India,Net Banking
TXN000061,ACC100008,2026-06-01 18:33:00,15141.25,Croma,India,Net Banking
TXN000062,ACC100024,2026-06-02 23:21:00,116543.66,Swiggy,India,NEFT
TXN000063,ACC100020,2026-06-03 05:41:00,72993.84,Tata CliQ,India,Credit Card
TXN000064,ACC100044,2026-06-10 21:27:00,49980.99,Flipkart,India,Net Banking
TXN000065,ACC100040,2026-06-19 19:52:00,149920.57,Zomato,India,NEFT
TXN000066,ACC100002,2026-06-20 02:20:00,35954.2,DMart,India,RTGS
TXN000067,ACC100011,2026-06-13 11:25:00,157496.16,Flipkart,India,UPI
TXN000068,ACC100015,2026-06-22 18:07:00,39994.61,Apollo Pharmacy,India,Debit Card
TXN000069,ACC100015,2026-06-11 16:35:00,4830.52,Zomato,India,Credit Card
TXN000070,ACC100005,2026-06-14 00:18:00,193381.13,Reliance Fresh,India,Net Banking
TXN000071,ACC100044,2026-06-19 12:33:00,196231.82,IRCTC,India,UPI
TXN000072,ACC100017,2026-06-06 13:59:00,35795.71,Reliance Fresh,India,IMPS
TXN000073,ACC100028,2026-06-28 11:36:00,69202.85,Tata CliQ,India,ATM Withdrawal
TXN000074,ACC100033,2026-06-28 22:08:00,23217.59,Airtel,India,Debit Card
TXN000075,ACC100046,2026-06-03 08:28:00,87267.9,IRCTC,Germany,RTGS
TXN000076,ACC100028,2026-06-17 21:49:00,14087.76,Jio,India,Credit Card
TXN000077,ACC100047,2026-06-07 00:07:00,180019.36,IRCTC,India,ATM Withdrawal
TXN000078,ACC100026,2026-06-16 04:16:00,139471.96,IRCTC,India,RTGS
TXN000079,ACC100043,2026-06-20 11:14:00,188078.7,Jio,India,Debit Card
TXN000080,ACC100036,2026-06-19 19:32:00,166761.66,Reliance Fresh,India,RTGS
TXN000081,ACC100038,2026-06-20 21:33:00,121371.65,DMart,India,POS
TXN000082,ACC100044,2026-06-21 10:57:00,42818.91,Apollo Pharmacy,India,IMPS
TXN000083,ACC100033,2026-06-14 05:58:00,132804.38,Airtel,India,IMPS
TXN000084,ACC100044,2026-06-12 00:32:00,62152.85,Tata CliQ,India,NEFT
TXN000085,ACC100003,2026-06-02 10:40:00,49044.02,Apollo Pharmacy,India,POS
TXN000086,ACC100041,2026-06-20 04:40:00,115176.61,Croma,India,POS
TXN000087,ACC100016,2026-06-19 12:31:00,29599.51,Croma,India,IMPS
TXN000088,ACC100015,2026-06-20 16:22:00,35259.75,Croma,UAE,POS
TXN000089,ACC100036,2026-06-03 14:51:00,49914.74,Flipkart,India,NEFT
TXN000090,ACC100043,2026-06-22 11:30:00,106273.26,IRCTC,India,POS
TXN000091,ACC100028,2026-06-24 07:21:00,166130.78,IRCTC,India,NEFT
TXN000092,ACC100029,2026-06-22 22:28:00,51912.39,Zomato,India,Net Banking
TXN000093,ACC100041,2026-06-23 09:18:00,47925.25,Apollo Pharmacy,India,Debit Card
TXN000094,ACC100018,2026-06-12 00:07:00,67235.92,IRCTC,India,NEFT
TXN000095,ACC100015,2026-06-08 04:44:00,76668.75,Swiggy,India,IMPS
TXN000096,ACC100027,2026-06-20 05:08:00,66243.19,Apollo Pharmacy,India,UPI
TXN000097,ACC100027,2026-06-10 17:55:00,77956.41,Tata CliQ,India,ATM Withdrawal
TXN000098,ACC100001,2026-06-23 00:59:00,188554.06,Reliance Fresh,India,ATM Withdrawal
TXN000099,ACC100048,2026-06-25 19:52:00,146953.35,Tata CliQ,India,POS
TXN000100,ACC100018,2026-06-11 07:40:00,87223.61,Amazon India,India,Credit Card
TXN000101,ACC100047,2026-06-19 17:37:00,33092.44,Apollo Pharmacy,India,Net Banking
TXN000102,ACC100026,2026-06-02 13:27:00,118419.37,Jio,India,IMPS
TXN000103,ACC100009,2026-06-20 20:09:00,173383.59,Swiggy,India,Debit Card
TXN000104,ACC100021,2026-06-18 14:04:00,42410.89,DMart,India,ATM Withdrawal
TXN000105,ACC100049,2026-06-13 23:55:00,190245.7,Big Bazaar,India,IMPS
TXN000106,ACC100002,2026-06-22 17:42:00,149829.95,Amazon India,India,RTGS
TXN000107,ACC100050,2026-06-04 10:56:00,191461.39,Amazon India,India,RTGS
TXN000108,ACC100002,2026-06-10 09:45:00,124305.0,Zomato,India,POS
TXN000109,ACC100037,2026-06-06 12:56:00,189556.63,Apollo Pharmacy,India,Credit Card
TXN000110,ACC100039,2026-06-08 23:16:00,121488.77,Croma,India,NEFT
TXN000111,ACC100007,2026-06-15 11:44:00,115779.08,Reliance Fresh,India,ATM Withdrawal
TXN000112,ACC100005,2026-06-10 08:37:00,118460.36,Jio,India,IMPS
TXN000113,ACC100044,2026-06-15 01:24:00,120122.28,Flipkart,India,Credit Card
TXN000114,ACC100028,2026-06-25 13:53:00,132338.12,Flipkart,UAE,Credit Card
TXN000115,ACC100027,2026-06-01 21:49:00,164483.95,Flipkart,India,Credit Card
TXN000116,ACC100046,2026-06-22 06:09:00,30682.93,Swiggy,USA,Debit Card
TXN000117,ACC100050,2026-06-25 19:49:00,96751.15,Big Bazaar,India,Credit Card
TXN000118,ACC100006,2026-06-12 12:08:00,55857.76,Apollo Pharmacy,India,POS
TXN000119,ACC100040,2026-06-27 06:25:00,133670.88,DMart,India,POS
TXN000120,ACC100012,2026-06-16 03:00:00,97561.23,DMart,India,Credit Card
TXN000121,ACC100039,2026-06-14 01:27:00,140266.63,Reliance Fresh,India,Net Banking
TXN000122,ACC100006,2026-06-10 00:41:00,48347.07,Big Bazaar,Australia,Net Banking
TXN000123,ACC100045,2026-06-12 06:29:00,95271.01,Croma,Germany,POS
TXN000124,ACC100006,2026-06-02 02:50:00,58917.69,Big Bazaar,India,Debit Card
TXN000125,ACC100024,2026-06-27 19:12:00,94704.77,IRCTC,India,ATM Withdrawal
TXN000126,ACC100022,2026-06-26 09:10:00,70426.92,Apollo Pharmacy,India,Debit Card
TXN000127,ACC100015,2026-06-12 18:35:00,24219.11,Zomato,India,IMPS
TXN000128,ACC100049,2026-06-25 17:18:00,138063.69,Zomato,India,POS
TXN000129,ACC100047,2026-06-13 22:00:00,117958.42,Tata CliQ,Australia,Debit Card
TXN000130,ACC100013,2026-06-05 21:48:00,59319.67,DMart,India,Debit Card
TXN000131,ACC100046,2026-06-01 23:27:00,106873.6,Reliance Fresh,India,UPI
TXN000132,ACC100019,2026-06-26 12:24:00,139513.74,Swiggy,Germany,IMPS
TXN000133,ACC100037,2026-06-01 21:23:00,56939.43,Apollo Pharmacy,India,Credit Card
TXN000134,ACC100004,2026-06-09 17:22:00,50570.43,Apollo Pharmacy,India,IMPS
TXN000135,ACC100032,2026-06-19 13:40:00,14909.03,Jio,India,NEFT
TXN000136,ACC100037,2026-06-08 02:57:00,189830.22,Flipkart,India,IMPS
TXN000137,ACC100049,2026-06-26 17:33:00,83293.19,Airtel,India,Net Banking
TXN000138,ACC100029,2026-06-18 15:28:00,181710.03,Reliance Fresh,India,Debit Card
TXN000139,ACC100040,2026-06-27 05:05:00,12140.04,Croma,India,RTGS
TXN000140,ACC100017,2026-06-10 22:29:00,132119.58,Swiggy,India,NEFT
TXN000141,ACC100005,2026-06-26 10:55:00,31390.87,Big Bazaar,India,POS
TXN000142,ACC100003,2026-06-14 14:07:00,46372.1,Croma,India,POS
TXN000143,ACC100044,2026-06-04 13:44:00,46761.42,Reliance Fresh,India,ATM Withdrawal
TXN000144,ACC100035,2026-06-06 13:21:00,45039.41,Swiggy,India,NEFT
TXN000145,ACC100004,2026-06-04 13:59:00,33267.97,Reliance Fresh,India,POS
TXN000146,ACC100030,2026-06-06 23:49:00,137766.73,Croma,India,Debit Card
TXN000147,ACC100035,2026-06-24 02:38:00,98809.66,Flipkart,India,ATM Withdrawal
TXN000148,ACC100039,2026-06-16 00:03:00,50148.54,Flipkart,India,UPI
TXN000149,ACC100037,2026-06-13 14:22:00,8142.31,Tata CliQ,India,POS
TXN000150,ACC100042,2026-06-24 22:50:00,88501.66,Reliance Fresh,India,ATM Withdrawal
TXN000151,ACC100006,2026-06-23 17:05:00,94055.08,Big Bazaar,India,Credit Card
TXN000152,ACC100011,2026-06-06 02:15:00,66027.75,Croma,UAE,Debit Card
TXN000153,ACC100049,2026-06-19 13:24:00,110064.31,Apollo Pharmacy,India,Credit Card
TXN000154,ACC100021,2026-06-12 19:41:00,23272.73,Tata CliQ,India,Net Banking
TXN000155,ACC100043,2026-06-01 09:15:00,173886.56,Apollo Pharmacy,India,UPI
TXN000156,ACC100034,2026-06-09 20:53:00,72419.69,Tata CliQ,USA,POS
TXN000157,ACC100014,2026-06-03 16:22:00,53484.54,Swiggy,India,POS
TXN000158,ACC100008,2026-06-23 09:26:00,5871.0,Jio,India,NEFT
TXN000159,ACC100036,2026-06-15 11:25:00,2833.53,Big Bazaar,India,RTGS
TXN000160,ACC100030,2026-06-06 11:55:00,189417.44,Jio,India,POS
TXN000161,ACC100033,2026-06-14 14:47:00,141111.78,Big Bazaar,UAE,POS
TXN000162,ACC100030,2026-06-12 10:13:00,110297.89,Big Bazaar,India,Net Banking
TXN000163,ACC100005,2026-06-07 13:06:00,55321.86,Tata CliQ,India,Credit Card
TXN000164,ACC100018,2026-06-24 10:35:00,164127.84,Reliance Fresh,India,POS
TXN000165,ACC100029,2026-06-08 02:18:00,107762.26,DMart,India,Net Banking
TXN000166,ACC100025,2026-06-26 01:34:00,91123.39,DMart,India,RTGS
TXN000167,ACC100025,2026-06-27 08:33:00,46789.13,Tata CliQ,India,UPI
TXN000168,ACC100048,2026-06-15 19:32:00,94647.95,Tata CliQ,India,ATM Withdrawal
TXN000169,ACC100032,2026-06-08 06:08:00,192968.41,Swiggy,Germany,Credit Card
TXN000170,ACC100029,2026-06-05 21:37:00,20032.37,Apollo Pharmacy,India,NEFT
TXN000171,ACC100042,2026-06-19 23:48:00,193994.36,Flipkart,Singapore,Debit Card
TXN000172,ACC100040,2026-06-16 17:47:00,138571.65,Jio,India,Credit Card
TXN000173,ACC100025,2026-06-25 14:51:00,190832.5,Jio,USA,Net Banking
TXN000174,ACC100040,2026-06-02 23:12:00,13777.31,Jio,India,RTGS
TXN000175,ACC100028,2026-06-05 10:43:00,195669.71,Tata CliQ,India,POS
TXN000176,ACC100045,2026-06-08 21:42:00,59963.27,Amazon India,India,Credit Card
TXN000177,ACC100019,2026-06-03 21:17:00,71756.82,Big Bazaar,India,RTGS
TXN000178,ACC100027,2026-06-25 12:10:00,113229.02,Tata CliQ,India,NEFT
TXN000179,ACC100006,2026-06-09 07:13:00,121937.41,Big Bazaar,India,POS
TXN000180,ACC100010,2026-06-27 20:57:00,46514.47,Jio,India,POS
TXN000181,ACC100043,2026-06-12 22:53:00,1978.55,Tata CliQ,India,Debit Card
TXN000182,ACC100011,2026-06-26 05:01:00,14864.99,DMart,India,ATM Withdrawal
TXN000183,ACC100030,2026-06-12 17:10:00,169076.25,Zomato,India,POS
TXN000184,ACC100016,2026-06-06 04:29:00,76334.72,DMart,India,Debit Card
TXN000185,ACC100043,2026-06-02 07:57:00,79221.57,Amazon India,India,POS
TXN000186,ACC100050,2026-06-14 08:36:00,159792.14,Airtel,India,RTGS
TXN000187,ACC100040,2026-06-09 23:40:00,50200.3,Tata CliQ,India,IMPS
TXN000188,ACC100020,2026-06-03 03:03:00,157743.24,Amazon India,India,NEFT
TXN000189,ACC100019,2026-06-05 10:26:00,65411.15,Big Bazaar,India,RTGS
TXN000190,ACC100035,2026-06-07 08:21:00,175304.47,DMart,UAE,Net Banking
TXN000191,ACC100011,2026-06-13 17:40:00,51468.32,Apollo Pharmacy,India,Credit Card
TXN000192,ACC100030,2026-06-06 13:47:00,192582.37,Swiggy,India,ATM Withdrawal
TXN000193,ACC100024,2026-06-26 16:44:00,18151.54,Big Bazaar,India,Debit Card
TXN000194,ACC100008,2026-06-25 18:04:00,91011.73,Jio,India,ATM Withdrawal
TXN000195,ACC100007,2026-06-18 05:44:00,134999.83,Apollo Pharmacy,India,Net Banking
TXN000196,ACC100040,2026-06-16 06:16:00,44351.3,Flipkart,India,Debit Card
TXN000197,ACC100008,2026-06-19 21:58:00,28041.42,Amazon India,India,POS
TXN000198,ACC100007,2026-06-06 14:50:00,47036.53,IRCTC,India,ATM Withdrawal
TXN000199,ACC100024,2026-06-21 23:29:00,134130.2,Croma,India,NEFT
TXN000200,ACC100042,2026-06-20 05:09:00,19894.42,Apollo Pharmacy,India,Debit Card
TXN000201,ACC100045,2026-06-02 19:44:00,74168.94,Apollo Pharmacy,India,RTGS
TXN000202,ACC100007,2026-06-17 20:08:00,196187.45,DMart,India,UPI
TXN000203,ACC100018,2026-06-19 10:52:00,38042.73,Flipkart,India,IMPS
TXN000204,ACC100042,2026-06-10 23:40:00,127934.63,Amazon India,India,Credit Card
TXN000205,ACC100009,2026-06-12 10:02:00,157416.92,Zomato,India,Net Banking
TXN000206,ACC100038,2026-06-10 18:16:00,43268.68,Zomato,India,NEFT
TXN000207,ACC100001,2026-06-28 10:58:00,55527.24,Swiggy,India,Net Banking
TXN000208,ACC100012,2026-06-12 17:46:00,22074.28,Amazon India,India,UPI
TXN000209,ACC100016,2026-06-17 15:17:00,117811.7,Amazon India,India,Debit Card
TXN000210,ACC100009,2026-06-03 17:14:00,148369.44,IRCTC,India,IMPS
TXN000211,ACC100029,2026-06-23 00:11:00,155625.61,IRCTC,India,POS
TXN000212,ACC100015,2026-06-24 06:19:00,189088.59,Amazon India,UK,Debit Card
TXN000213,ACC100042,2026-06-22 04:18:00,192808.83,Amazon India,Germany,ATM Withdrawal
TXN000214,ACC100044,2026-06-20 17:36:00,21681.57,Croma,India,IMPS
TXN000215,ACC100021,2026-06-05 00:14:00,121698.65,Flipkart,India,Debit Card
TXN000216,ACC100036,2026-06-27 23:22:00,142459.34,Big Bazaar,UAE,Debit Card
TXN000217,ACC100033,2026-06-21 23:34:00,121124.82,Flipkart,India,Net Banking
TXN000218,ACC100028,2026-06-11 02:51:00,90365.83,Zomato,India,Credit Card
TXN000219,ACC100026,2026-06-21 23:20:00,83256.33,Flipkart,India,ATM Withdrawal
TXN000220,ACC100043,2026-06-15 13:21:00,51052.47,Swiggy,UK,IMPS
TXN000221,ACC100006,2026-06-05 11:38:00,18736.7,Flipkart,India,NEFT
TXN000222,ACC100004,2026-06-26 15:42:00,117334.37,IRCTC,India,IMPS
TXN000223,ACC100023,2026-06-20 00:42:00,174734.11,Tata CliQ,India,UPI
TXN000224,ACC100039,2026-06-14 10:10:00,62558.53,Flipkart,UAE,RTGS
TXN000225,ACC100043,2026-06-08 09:00:00,96489.66,Flipkart,India,Net Banking
TXN000226,ACC100008,2026-06-18 01:28:00,152544.87,Airtel,India,ATM Withdrawal
TXN000227,ACC100050,2026-06-26 20:43:00,163703.53,Airtel,India,Debit Card
TXN000228,ACC100012,2026-06-02 15:37:00,54726.75,Tata CliQ,India,Credit Card
TXN000229,ACC100001,2026-06-17 07:24:00,36362.97,Swiggy,India,IMPS
TXN000230,ACC100048,2026-06-07 18:57:00,126671.09,Amazon India,India,Net Banking
TXN000231,ACC100025,2026-06-11 02:58:00,84024.52,DMart,India,Credit Card
TXN000232,ACC100047,2026-06-15 12:23:00,64944.14,Airtel,India,UPI
TXN000233,ACC100011,2026-06-08 09:56:00,150911.73,Amazon India,India,Debit Card
TXN000234,ACC100043,2026-06-21 11:59:00,84860.55,Airtel,India,ATM Withdrawal
TXN000235,ACC100014,2026-06-13 18:22:00,151013.13,Flipkart,India,ATM Withdrawal
TXN000236,ACC100019,2026-06-06 09:07:00,135675.76,Airtel,USA,Net Banking
TXN000237,ACC100003,2026-06-15 08:52:00,44181.64,Airtel,India,UPI
TXN000238,ACC100020,2026-06-10 15:17:00,189070.29,Tata CliQ,India,Debit Card
TXN000239,ACC100021,2026-06-14 12:09:00,24084.87,Apollo Pharmacy,India,NEFT
TXN000240,ACC100025,2026-06-07 05:06:00,106563.21,Zomato,Australia,Net Banking
TXN000241,ACC100005,2026-06-17 10:50:00,79474.53,Croma,India,ATM Withdrawal
TXN000242,ACC100030,2026-06-02 04:28:00,184240.37,DMart,India,ATM Withdrawal
TXN000243,ACC100019,2026-06-20 08:13:00,23123.16,Amazon India,India,NEFT
TXN000244,ACC100045,2026-06-22 06:32:00,183961.97,Flipkart,India,IMPS
TXN000245,ACC100028,2026-06-12 09:45:00,117815.37,IRCTC,India,ATM Withdrawal
TXN000246,ACC100048,2026-06-15 10:54:00,67968.7,DMart,India,IMPS
TXN000247,ACC100041,2026-06-24 13:35:00,22893.93,IRCTC,India,Credit Card
TXN000248,ACC100047,2026-06-17 07:29:00,191648.85,Jio,India,RTGS
TXN000249,ACC100010,2026-06-06 00:17:00,51268.05,Swiggy,India,IMPS
TXN000250,ACC100050,2026-06-09 09:29:00,125626.96,Apollo Pharmacy,India,Credit Card
TXN000251,ACC100010,2026-06-15 17:18:00,88008.59,Apollo Pharmacy,India,Debit Card
TXN000252,ACC100038,2026-06-13 20:01:00,11328.81,IRCTC,India,Debit Card
TXN000253,ACC100029,2026-06-22 08:20:00,7617.69,DMart,India,IMPS
TXN000254,ACC100040,2026-06-05 10:37:00,118856.56,Big Bazaar,India,Net Banking
TXN000255,ACC100029,2026-06-03 04:48:00,181819.09,Airtel,India,Credit Card
TXN000256,ACC100031,2026-06-28 20:49:00,100323.32,Amazon India,India,IMPS
TXN000257,ACC100046,2026-06-16 23:07:00,16957.39,Jio,India,UPI
TXN000258,ACC100046,2026-06-12 14:36:00,87607.88,Apollo Pharmacy,Australia,Net Banking
TXN000259,ACC100011,2026-06-29 02:04:00,72843.2,Reliance Fresh,India,ATM Withdrawal
TXN000260,ACC100044,2026-06-16 17:35:00,119617.38,Tata CliQ,India,IMPS
TXN000261,ACC100007,2026-06-16 08:06:00,111636.85,Big Bazaar,India,Debit Card
TXN000262,ACC100010,2026-06-28 18:18:00,66739.07,Airtel,India,Credit Card
TXN000263,ACC100042,2026-06-15 10:51:00,139726.14,Big Bazaar,India,IMPS
TXN000264,ACC100036,2026-06-15 10:08:00,75398.19,Tata CliQ,India,NEFT
TXN000265,ACC100006,2026-06-25 06:57:00,129240.36,Big Bazaar,UK,Credit Card
TXN000266,ACC100024,2026-06-02 03:54:00,61842.33,Zomato,India,POS
TXN000267,ACC100015,2026-06-10 01:43:00,199995.33,Swiggy,India,Debit Card
TXN000268,ACC100033,2026-06-05 22:28:00,154197.86,Croma,Germany,UPI
TXN000269,ACC100050,2026-06-16 15:50:00,123644.49,Airtel,India,NEFT
TXN000270,ACC100012,2026-06-08 17:13:00,166285.88,Tata CliQ,India,POS
TXN000271,ACC100027,2026-06-03 07:43:00,72923.45,Croma,India,POS
TXN000272,ACC100049,2026-06-14 07:13:00,149732.45,Apollo Pharmacy,India,Net Banking
TXN000273,ACC100020,2026-06-12 05:14:00,193122.77,Tata CliQ,Singapore,RTGS
TXN000274,ACC100044,2026-06-18 01:46:00,189431.32,Apollo Pharmacy,India,Debit Card
TXN000275,ACC100033,2026-06-18 17:06:00,105539.21,Swiggy,India,NEFT
TXN000276,ACC100017,2026-06-03 16:59:00,3492951.95,DMart,India,RTGS
TXN000277,ACC100036,2026-06-06 00:03:00,3787884.1,IRCTC,India,RTGS
TXN000278,ACC100008,2026-06-14 07:21:00,1152275.53,Swiggy,India,RTGS
TXN000279,ACC100018,2026-06-21 18:46:00,4602286.08,Swiggy,India,RTGS
TXN000280,ACC100028,2026-06-05 12:10:00,4774935.7,Zomato,India,RTGS
TXN000281,ACC100029,2026-06-17 05:50:00,4707982.09,Big Bazaar,India,RTGS
TXN000282,ACC100004,2026-06-19 09:02:00,2908429.88,Zomato,India,RTGS
TXN000283,ACC100025,2026-06-05 01:08:00,96853.6,Amazon India,Syria,IMPS
TXN000284,ACC100046,2026-06-16 14:13:00,198888.26,Swiggy,Iran,Debit Card
TXN000285,ACC100031,2026-06-07 15:35:00,190916.08,Apollo Pharmacy,Russia,UPI
TXN000286,ACC100006,2026-06-02 04:45:00,67701.36,Swiggy,Afghanistan,Net Banking
TXN000287,ACC100028,2026-06-06 09:26:00,195162.29,Zomato,Syria,IMPS
TXN000288,ACC100004,2026-06-12 04:26:00,107857.26,Tata CliQ,Afghanistan,POS
TXN000289,ACC100005,2026-06-11 18:00:00,18868.63,Amazon India,India,UPI
TXN000290,ACC100005,2026-06-11 18:01:00,82411.75,Amazon India,India,UPI
TXN000291,ACC100005,2026-06-11 18:02:00,57739.12,Amazon India,India,UPI
TXN000292,ACC100005,2026-06-11 18:00:00,11314.83,Amazon India,India,UPI
TXN000293,ACC100005,2026-06-11 18:01:00,51230.06,Amazon India,India,UPI
TXN000294,ACC100005,2026-06-11 18:02:00,29355.05,Amazon India,India,UPI
TXN000295,ACC100010,2026-06-14 14:08:00,999999.0,Big Bazaar,India,NEFT
TXN000296,ACC100001,2026-06-17 09:22:00,999500.0,Zomato,India,NEFT
TXN000297,ACC100037,2026-06-20 07:00:00,998999.0,Swiggy,India,NEFT
TXN000298,ACC100043,2026-06-05 05:30:00,999000.0,IRCTC,India,NEFT
TXN000299,ACC100024,2026-06-04 09:55:00,999900.0,IRCTC,India,NEFT
TXN000300,ACC100035,2026-06-24 10:08:00,999990.0,Tata CliQ,India,NEFT
